NCT03182751	12:15:chronic_disease,17:19:chronic_disease,24:27:chronic_disease,39:55:upper_bound	History of CVA, MI, or VTE within the previous 30 days
NCT03182751	12:26:cancer,34:47:cancer	History of unprovoked VTE and/or recurrent VTE
NCT03182751	1:24:chronic_disease	Intracranial hemorrhage
NCT03182751	18:33:chronic_disease,35:57:chronic_disease,59:84:chronic_disease,86:110:chronic_disease,112:147:chronic_disease,149:167:chronic_disease	Known history of Factor V Leiden, protein C/S deficiency, prothrombin gene mutation, anti-thrombin deficiency, anti-phospholipid antibody syndrome, lupus anticoagulan
NCT03182751	46:67:treatment	Surgically treated with sliding hip screw or cephalomedullary nail (short or long)
NCT03182101	3:6:age,7:9:upper_bound	< age 12
NCT03182101	39:55:language_fluency	Patient and parent/legal guardian are English speaking
NCT03182101	36:39:chronic_disease,41:59:chronic_disease,61:75:chronic_disease,77:91:chronic_disease,96:111:chronic_disease	Primary or co-primary diagnosis of OCD, Separation Anxiety, Social Anxiety, Panic Disorder, or Specific Phobia
NCT03182101	1:10:chronic_disease,12:44:chronic_disease,49:67:chronic_disease	Psychosis, Pervasive Developmental Disorder, or Mental Retardation
NCT03182075	11:23:treatment,33:43:treatment	Stable on psychotropic or other medication
NCT03182075	1:4:age,5:13:lower_bound	age 18 years old and older
NCT03182075	12:40:treatment,45:48:chronic_disease	concurrent Cognitive-Behavioral therapy for OCD
NCT03182075	22:25:chronic_disease	primary diagnosis of OCD
NCT03182075	1:34:chronic_disease	psychiatric or medical conditions that make participation unsafe
NCT03182075	24:27:chronic_disease	sufficient severity of OCD symptoms
NCT03181893	9:22:gender,32:92:contraception_consent	Fertile men and women who will not comply with the use of 2 effective birth control methods as per the research protocol
NCT03181893	19:41:chronic_disease,50:68:chronic_disease,86:107:chronic_disease	Have pre existing demyelinating disorder such as multiple sclerosis, or other severe neurological deficits
NCT03181893	29:56:chronic_disease	Have required management of acute or chronic infections
NCT03181893	24:29:lower_bound,33:43:treatment	Intake of greater than 15 mg of prednisone or equivalent per day
NCT03181893	11:31:clinical_variable,60:62:lower_bound	Must have CDASI Activity score of greater than or equal to 14
NCT03181893	10:12:chronic_disease	Positive DM serology
NCT03181893	6:8:chronic_disease	Post DM diagnosis; standard of care workup for DM must have been completed prior to entry into this research study
NCT03181893	1:9:pregnancy	Pregnant
NCT03181893	22:30:treatment	Willing to provide 6 biopsies during the course of the research study
NCT03181893	15:22:gender	breastfeeding females
NCT03181893	61:76:treatment	failed at least 1 standard of care systemic treatment, (eg, corticosteroids)
NCT03181867	1:4:age,30:38:lower_bound	Age greater than or equal to 18 years old
NCT03181867	1:60:clinical_variable,64:65:lower_bound,69:70:upper_bound	Eastern Cooperative Oncology Group (ECOG) Performance score of 0 to 2
NCT03181867	26:56:cancer	Histologically confirmed adenocarcinoma of the prostate
NCT03181867	1:17:clinical_variable,31:64:lower_bound	Serum creatinine greater than 2 times the upper limit of normal
NCT03181867	90:97:treatment	Subjects for whom participating would significantly delay the scheduled standard of care therapy
NCT03181867	20:54:treatment	Subjects receiving androgen deprivation therapy (ADT)
NCT03181867	10:18:clinical_variable,32:39:lower_bound	Subjects weighing greater than 350 lbs. (weight limit for scanner table), or unable to fit within the imaging gantry
NCT03181867	41:62:chronic_disease	Subjects with any coexisting medical or psychiatric condition that is likely to interfere with study procedures and/or results
NCT03181867	22:36:chronic_disease,53:69:treatment	Subjects with severe claustrophobia unresponsive to oral anxiolytics
NCT03181867	27:42:cancer,44:47:clinical_variable,53:60:clinical_variable,61:62:lower_bound,69:83:clinical_variable,85:88:lower_bound	known localized high risk prostate cancer (PSA >10, Gleason 8-10 or clinical stage >T2c) with evidence of disease on standard imaging
NCT03181867	84:99:chronic_disease,115:118:clinical_variable,144:153:lower_bound	nonspecific or no evidence of disease on standard imaging modality AND biochemical prostate cancer relapse with a PSA greater than or equal to 0.2 ng/mL
NCT03181750	1:4:age,5:7:lower_bound,8:16:upper_bound	Age 18-90 years
NCT03181750	1:7:cancer	Cancer diagnosis
NCT03181750	109:115:cancer	Meeting medium to high risk for death at 1 year using the CARING criteria (although excluding patients with cancer diagnosis)
NCT03181750	1:9:pregnancy	Pregnant
NCT03181750	18:24:ethnicity	Self-identify as Latino
NCT03181542	1:20:clinical_variable,21:22:lower_bound,28:29:upper_bound	ASA physical status 1,2 or 3
NCT03181542	32:42:treatment	Emergency procedures requiring anesthesia
NCT03181542	12:33:treatment	undergoing anesthesia procedures at Penn State Health, Hershey Medical Center and Penn State Children's Hospital
NCT03181516	8:16:chronic_disease,94:97:upper_bound	Active diarrhea (diarrhea is defined in this study as three or more loose stools per day for two consecutive days)
NCT03181516	12:22:allergy_name,26:39:allergy_name	Allergy to penicillin or cephalosporin class antibiotics
NCT03181516	12:22:allergy_name	Allergy to strawberry
NCT03181516	1:12:treatment	Amoxicillin
NCT03181516	1:18:treatment	Ancef (cefazolin)
NCT03181516	19:70:language_fluency	Caregiver has the ability to read, speak and write English or Spanish
NCT03181516	1:18:treatment	Ceclor (cefaclor)
NCT03181516	1:11:treatment	Cefadroxil
NCT03181516	1:10:treatment	Cefoxitin
NCT03181516	1:20:treatment	Ceftin (cefuroxime)
NCT03181516	1:19:treatment	Cefzil (cefprozil)
NCT03181516	1:11:treatment	Cephalexin
NCT03181516	1:11:treatment	Cephradine
NCT03181516	22:91:treatment,96:103:upper_bound,122:131:chronic_disease	Child was prescribed treatment with a penicillin or cephalosporin class antibiotic regimen for 10 days for a respiratory infection
NCT03181516	1:21:chronic_disease	Congenital anomalies
NCT03181516	1:8:treatment,10:20:treatment	Duricef (cefadroxil)
NCT03181516	1:13:treatment	Erythromycin
NCT03181516	12:36:treatment	History of gastrointestinal surgery or disease
NCT03181516	12:25:chronic_disease,37:51:chronic_disease,55:70:chronic_disease,76:94:treatment,98:108:treatment	History of heart disease, including valvulopathies or cardiac surgery, any implantable device or prosthetic
NCT03181516	11:31:technology_access	Household has telephone access
NCT03181516	1:20:treatment	Keflex (cephalexin)
NCT03181516	1:19:treatment	Kefzol (cefazolin)
NCT03181516	1:20:treatment	Mefoxin (Cefoxitin)
NCT03181516	1:13:allergy_name	Milk-protein allergy
NCT03181516	1:19:treatment	Omnicef (cefdinir)
NCT03181516	1:23:treatment	Pen-Vee K (penicillin)
NCT03181516	14:26:clinical_variable,28:39:upper_bound	Prematurity, birth weight <2,500 grams
NCT03181516	1:13:treatment	Tetracycline
NCT03181516	1:13:treatment	Trimethoprim
NCT03181516	1:21:treatment	Velosef (cephradine)
NCT03181516	9:13:age,17:18:lower_bound,19:27:upper_bound	between ages of 3-12 years
NCT03181126	4:12:upper_bound,16:19:age	<= 18 years of age
NCT03181126	3:48:treatment,56:62:upper_bound	A strong or moderate CYP3A inhibitor or inducer within 7 days
NCT03181126	13:25:treatment,26:44:treatment,50:67:treatment,106:112:upper_bound	An excluded antiplatelet/anticoagulant drug or a herbal supplement that affects platelet function within 7 days, or 5 half-lives, whichever is longer
NCT03181126	1:8:treatment,16:22:upper_bound	Aspirin within 7 days, or 5 half-lives, whichever is longer
NCT03181126	1:42:clinical_variable,53:54:upper_bound	Eastern Cooperative Oncology Group (ECOG) less than 3
NCT03181126	1:12:treatment,30:41:treatment	Hydroxyurea that is ongoing (hydroxyurea is permitted up to the first dose)
NCT03181126	1:11:treatment,19:26:upper_bound,41:44:clinical_variable,46:49:clinical_variable,54:63:clinical_variable	Inotuzumab within 30 days and must have ALT, AST and bilirubin < ULN
NCT03181126	1:10:clinical_variable,36:38:lower_bound	Karnofsky greater than or equal to 50
NCT03181126	1:7:clinical_variable,33:35:lower_bound	Lansky greater than or equal to 50
NCT03181126	34:68:cancer,95:122:cancer	Must have relapsed or refractory acute lymphoblastic leukemia (ALL) or relapsed or refractory lymphoblastic lymphoma (LL)
NCT03181126	17:53:chronic_disease,93:102:treatment	Participant has central nervous system (CNS) disease with cranial involvement that requires radiation
NCT03181126	17:27:treatment	Participants on venetoclax at screening may enroll and remain on venetoclax
NCT03181126	19:41:chronic_disease	Participants with malabsorption syndrome or any other condition that precludes enteral administration
NCT03181126	1:34:cancer,47:51:treatment,90:129:treatment	Philadelphia Chromosome (Ph)+ ALL subjects on TKIs at Screening may enroll and remain on Tyrosine Kinase Inhibitor (TKI) therapy to control disease
NCT03181126	60:61:lower_bound,73:85:treatment	Refractory is defined as persistent disease after at least 2 courses of chemotherapy
NCT03181126	1:16:treatment,51:57:upper_bound	Steroid therapy for anti-neoplastic intent within 5 days
NCT03181126	14:22:lower_bound,26:29:age	greater than 16 years of age
NCT03181126	15:33:clinical_variable	have adequate performance status
NCT03181126	23:31:upper_bound,35:38:age	less than or equal to 16 years of age
NCT03181126	1:6:clinical_variable,32:37:lower_bound	weigh greater than or equal to 20 kg
NCT03181048	1:4:age,5:7:lower_bound,10:12:upper_bound	Age 18 - 45
NCT03181048	14:33:chronic_disease,34:73:chronic_disease	Diagnosis of hip dysplasia (DDH) electing periacetabular osteotomy (PAO) for treatment
NCT03181048	20:23:treatment	Patients receiving PAO for acetabular retroversion in the absence of DDH
NCT03181048	1:9:pregnancy,10:15:gender	Pregnant women
NCT03181048	10:25:treatment	Previous hip arthroscopy to address intra-articular pathology
NCT03181048	1:17:treatment	Previous surgery about the hip
NCT03181048	1:13:clinical_variable,14:15:lower_bound,19:20:upper_bound	Tonnis Grade 0 or 1 osteoarthritis (minimal or no arthritis)
NCT03180905	12:14:lower_bound,33:69:clinical_variable	A score of 24 or greater on the MMSE (Mini-Mental State Examination)
NCT03180905	1:4:age,6:8:lower_bound,9:11:upper_bound	Age: 60-80
NCT03180905	32:42:chronic_disease	Currently not suffering from a concussion or being treated for a concussion, unless enrolled in the subgroup Discriminative Validit
NCT03180905	28:38:chronic_disease,106:129:treatment	Currently suffering from a concussion or being treated for a concussion, unless enrolled in the subgroup Discriminative Validity
NCT03180905	1:8:chronic_disease,12:30:chronic_disease	Hearing or vision impairments that would affect their ability to perform the test
NCT03180905	10:18:chronic_disease,20:32:chronic_disease,34:44:chronic_disease,48:72:chronic_disease	No known physical, neurological, behavioral or psychological impairment that would affect their ability to perform the test
NCT03180905	1:46:language_fluency	Primary English speaking or fluent in English
NCT03180905	10:12:upper_bound,29:64:clinical_variable	Score of 23 or below on the MMSE(Mini-Mental State Examination)
NCT03180398	26:49:cancer	Histologically confirmed prostate adenocarcinoma
NCT03180086	1:5:age,6:8:lower_bound,9:17:upper_bound	aged 40-49 years
NCT03180086	1:21:treatment,26:39:cancer	aromatase inhibitors for breast cancer prevention
NCT03180086	1:23:language_fluency	read and speak English
NCT03180086	86:92:lower_bound,93:101:upper_bound	scheduled for a routine visit or physical examination with a non-resident PCP in the next 4-12 weeks at HealthCare Associates (HCA, BIDMC's outpatient primary care practice)
NCT03180086	1:6:gender	women
NCT03180086	1:6:gender	women already receiving screening breast MRIs
NCT03180086	1:6:gender,30:39:treatment,47:55:upper_bound	women who had or will have a mammogram within 6 months of their PCP visit
NCT03180086	1:6:gender	women who have been referred to genetic counseling
NCT03180086	1:6:gender,36:45:treatment	women who have taken or are taking tamoxifen
NCT03180086	1:6:gender,25:38:cancer,44:57:cancer	women with a history of breast cancer or a BRCA mutation
NCT03180086	1:6:gender,25:56:treatment	women with a history of breast enlargement or reduction
NCT03179995	1:26:clinical_variable,29:38:lower_bound	Absolute Neutrophil Count > 1,000/mcL
NCT03179995	1:4:age,7:15:lower_bound	Age > 18 years
NCT03179995	1:21:clinical_variable,24:69:upper_bound	Alkaline Phosphatase < 2.5 times institutional upper limit of normal
NCT03179995	1:53:clinical_variable,56:99:upper_bound	Aspartate Aminotransferase/Alanine aminotransferases < 5 times institutional upper limit of normal
NCT03179995	1:61:clinical_variable,62:63:lower_bound,67:68:upper_bound	Eastern Cooperative Oncology Group (ECOG) performance status 0 or 1
NCT03179995	1:4:clinical_variable,7:52:upper_bound	INR < 1.5 times institutional upper limit of normal
NCT03179995	20:32:cancer,45:66:treatment,97:102:lower_bound,143:156:chronic_disease,191:200:chronic_disease,201:222:chronic_disease	Patients must have liver tumors requiring a major liver resection, defined as removing at least three anatomical segments in patients without liver disease and two segments in patients with cirrhosis/fibrosis of the liver
NCT03179995	41:51:allergy_name,55:67:allergy_name	Patients with known hypersensitivity to octreotide or somatostatin
NCT03179995	1:10:clinical_variable,13:23:lower_bound	Platelets > 80,000/mcL
NCT03179995	77:93:chronic_disease,107:131:chronic_disease,133:157:chronic_disease,159:177:chronic_disease,182:201:chronic_disease	Uncontrolled intercurrent illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia, or psychiatric illness/social situations that would limit compliance with study requirements
NCT03179605	38:63:chronic_disease	Subject has a history or presence of intracranial hypertension
NCT03179605	22:31:treatment,48:54:cancer,62:69:upper_bound,99:110:cancer,115:140:cancer	Subject has received treatment for any type of cancer within 5 years of the Baseline Visit except skin cancer and cervical cancer (in situ) are allowed if at least 1 year before the Baseline Visit
NCT03179605	23:65:clinical_variable,78:79:lower_bound	Subjects must have an Investigator Global Assessment (IGA) grade of at least 3 (moderate) at the Baseline Visit
NCT03179605	15:24:chronic_disease,36:39:lower_bound,40:63:clinical_variable	Subjects with psoriasis involving ≥10% Body Surface Area (BSA), not including the face, scalp, groin, axillae and other intertriginous areas at the Baseline Visit
NCT03179449	28:49:cancer,94:103:treatment	Any patient with suspected malignant brain tumor on diagnostic MR imaging who will undergo a resection
NCT03179449	26:40:treatment	Contraindication to MRI (metal implants)
NCT03179449	1:14:chronic_disease,15:30:chronic_disease	Hemosiderosis/hemochromatosis
NCT03179449	1:14:chronic_disease,40:53:chronic_disease,57:72:chronic_disease	Iron overload from any cause (not just hemosiderosis or hemochromatosis)
NCT03179449	27:38:allergy_name	Known hypersensitivity to ferumoxytol or any of its components
NCT03179449	1:9:pregnancy	Pregnant patients
NCT03179449	1:25:chronic_disease	severe chronic hemolysis
NCT03179397	1:10:chronic_disease	Amblyopia
NCT03179397	1:9:chronic_disease	Aniridia
NCT03179397	17:34:chronic_disease,42:52:chronic_disease,66:87:chronic_disease	Clinical severe corneal dystrophy (e.g., epithelial, stromal, or endothelial dystrophy)
NCT03179397	1:21:chronic_disease	Diabetic retinopathy
NCT03179397	56:64:chronic_disease	Extremely shallow anterior chamber, not due to swollen cataract
NCT03179397	1:9:cancer	Glaucoma (uncontrolled or controlled with medication)
NCT03179397	1:24:chronic_disease	Iris Neovascularization
NCT03179397	116:149:treatment,198:218:chronic_disease	Medications that, in the opinion of the investigator may confound the outcome or increase the risk to the subject (tamsulosin hydrochloride (Flomax) or other medications with similar side-effects (floppy iris syndrome)
